blockname,code
高市盈率,"['000020', '000068', '000089', '000158', '000503', '000518', '000520', '000554', '000592', '000616', '000622', '000638', '000659', '000677', '000702', '000720', '000729', '000812', '000836', '000893', '000901', '000931', '000985', '000996', '002023', '002041', '002059', '002103', '002125', '002137', '002153', '002190', '002197', '002199', '002213', '002239', '002250', '002261', '002342', '002369', '002371', '002386', '002397', '002405', '002410', '002460', '002482', '002505', '002552', '002617', '002625', '002627', '002631', '002667', '002679', '002699', '002715', '002725', '002741', '002747', '002758', '002858', '002902', '300069', '300076', '300101', '300125', '300135', '300144', '300191', '300211', '300220', '300223', '300289', '300292', '300302', '300318', '300322', '300330', '300333', '300352', '300436', '300438', '300454', '300479', '300492', '300536', '300537', '300540', '300551', '300555', '300561', '300568', '300581', '300604', '300609', '300612', '300613', '300615', '300619', '300647', '300688', '300706', '300708', '300722', '300750', '300769', '300798', '300896', '300919', '600004', '600009', '600071', '600075', '600078', '600095', '600103', '600117', '600156', '600160', '600227', '600249', '600259', '600313', '600316', '600318', '600333', '600360', '600367', '600405', '600410', '600418', '600435', '600460', '600480', '600490', '600499', '600500', '600538', '600543', '600562', '600588', '600616', '600628', '600647', '600692', '600719', '600723', '600753', '600763', '600768', '600769', '600771', '600775', '600803', '600824', '600825', '600830', '600882', '601008', '601011', '601069', '601718', '601929', '603023', '603029', '603031', '603076', '603106', '603123', '603268', '603290', '603322', '603392', '603486', '603496', '603499', '603703', '603717', '603738', '603879', '603929', '603933', '603963', '605358', '688005', '688012', '688023', '688027', '688030', '688050', '688099', '688111', '688277', '688313', '688321', '688333', '688368', '688510', '688608']"
高校背景,"['000526', '000590', '000788', '000826', '000915', '000925', '000938', '000988', '000990', '002030', '002049', '002230', '002297', '002581', '002698', '300161', '300205', '300334', '300523', '300597', '300851', '300864', '600100', '600530', '600590', '600601', '600661', '600701', '600718', '600730', '600797', '600846', '601901', '603026', '688015', '688027', '688505', '688579']"
高端装备,"['000039', '000157', '000338', '000400', '000410', '000413', '000425', '000528', '000584', '000680', '000738', '000768', '000837', '000852', '000880', '000981', '002013', '002046', '002097', '002111', '002147', '002151', '002180', '002204', '002224', '002248', '002270', '002272', '002283', '002342', '002353', '002445', '002459', '002471', '002472', '002483', '002487', '002501', '002526', '002529', '002535', '002552', '002564', '002651', '002667', '002685', '002708', '002722', '002903', '002933', '002975', '002985', '300008', '300024', '300083', '300091', '300103', '300123', '300152', '300157', '300161', '300169', '300185', '300228', '300293', '300320', '300384', '300391', '300410', '300411', '300455', '300503', '300553', '300569', '300719', '300757', '300809', '300818', '300850', '600031', '600038', '600072', '600089', '600110', '600112', '600118', '600150', '600169', '600184', '600218', '600268', '600312', '600316', '600320', '600343', '600372', '600375', '600391', '600406', '600416', '600435', '600468', '600475', '600481', '600495', '600499', '600501', '600517', '600523', '600580', '600582', '600583', '600666', '600685', '600760', '600761', '600765', '600815', '600820', '600841', '600855', '600869', '600875', '600879', '600885', '600893', '600967', '600990', '601002', '601100', '601106', '601126', '601179', '601218', '601222', '601226', '601369', '601399', '601608', '601615', '601618', '601700', '601717', '601727', '601766', '601808', '601877', '601882', '601890', '601908', '601989', '603011', '603095', '603100', '603111', '603203', '603338', '688377', '688516', '688558', '688698', '688788']"
高股息股,"['000036', '000090', '000156', '000429', '000656', '000718', '000863', '001979', '002003', '002088', '002146', '002233', '002238', '002303', '002327', '002363', '002394', '002419', '002458', '002516', '002550', '002728', '002737', '002763', '002775', '300107', '300193', '300215', '300230', '300498', '300695', '300795', '600000', '600016', '600023', '600035', '600037', '600048', '600066', '600153', '600188', '600216', '600282', '600325', '600327', '600340', '600348', '600350', '600376', '600383', '600389', '600395', '600466', '600479', '600548', '600566', '600594', '600603', '600606', '600681', '600704', '600724', '600743', '600790', '600801', '600823', '600828', '600971', '600985', '601003', '601006', '601019', '601077', '601088', '601098', '601169', '601188', '601216', '601288', '601328', '601566', '601588', '601666', '601916', '601988', '603001', '603156', '603328', '603365', '603569', '603615', '603665', '603800', '603839', '603858', '603878', '603886', '603900', '603950', '603980']"
高融资盘,"['000151', '000503', '000551', '000554', '000616', '000703', '000731', '000790', '000793', '000812', '000823', '000851', '000917', '000926', '000996', '002023', '002067', '002104', '002117', '002124', '002148', '002229', '002235', '002277', '002325', '002368', '002369', '002431', '002474', '002476', '002521', '002647', '300010', '300018', '300020', '300042', '300053', '300065', '300079', '300113', '300118', '300128', '300166', '300170', '300177', '300182', '300194', '300202', '300203', '300273', '300311', '300324', '300333', '300348', '300355', '300366', '300429', '300493', '300663', '300739', '300864', '600078', '600100', '600113', '600135', '600158', '600218', '600230', '600260', '600266', '600288', '600326', '600363', '600387', '600410', '600596', '600645', '600661', '600668', '600684', '600692', '600694', '600756', '600797', '600804', '600830', '601696', '603045', '688050', '688056', '688086', '688090', '688155', '688159', '688286', '688510', '688559', '688560', '688598', '688678']"
高贝塔值,"['000816', '000995', '002126', '002497', '002594', '002623', '002747', '002759', '002977', '300035', '300037', '300040', '300082', '300112', '300126', '300274', '300393', '300507', '300554', '300568', '300618', '300689', '300750', '300762', '300803', '300827', '300890', '300892', '600061', '600095', '600109', '600111', '600155', '600178', '600316', '600318', '600338', '600362', '600391', '600405', '600409', '600428', '600438', '600456', '600621', '600695', '600711', '600732', '600740', '600760', '600779', '600862', '600864', '600888', '600893', '600918', '600960', '600961', '600999', '601016', '601020', '601127', '601137', '601168', '601222', '601311', '601377', '601456', '601519', '601600', '601609', '601696', '601702', '601788', '601877', '601878', '601899', '601908', '601919', '603317', '603583', '603605', '603612', '603693', '603799', '603810', '603993', '688006', '688017', '688127', '688157', '688189', '688286', '688318', '688339', '688388', '688390', '688520', '688556', '688567']"
高负债率,"['000150', '000523', '000526', '000701', '000755', '000906', '000911', '002069', '002248', '002464', '002761', '002889', '300071', '300089', '300108', '300278', '300312', '300426', '300772', '600096', '600169', '600186', '600213', '600223', '600239', '600310', '600396', '600397', '600550', '600617', '600691', '600726', '600871', '601599', '603603']"
高质押股,"['000020', '000038', '000042', '000046', '000048', '000056', '000078', '000150', '000408', '000415', '000426', '000525', '000564', '000567', '000587', '000620', '000639', '000662', '000688', '000711', '000712', '000723', '000732', '000796', '000806', '000820', '000838', '000892', '000910', '000918', '000928', '000980', '000981', '002015', '002069', '002113', '002147', '002193', '002219', '002226', '002242', '002256', '002295', '002323', '002346', '002356', '002370', '002378', '002408', '002411', '002435', '002468', '002470', '002485', '002505', '002520', '002535', '002547', '002558', '002586', '002625', '002646', '002650', '002652', '002681', '002684', '002699', '002700', '002711', '002715', '002719', '002740', '002742', '002752', '002770', '002862', '002929', '300089', '300134', '300187', '300199', '300267', '300269', '300270', '300317', '300392', '300410', '300411', '300459', '300518', '300560', '300626', '600052', '600053', '600078', '600084', '600136', '600137', '600145', '600180', '600190', '600191', '600226', '600241', '600246', '600277', '600280', '600293', '600295', '600297', '600331', '600361', '600393', '600400', '600403', '600515', '600518', '600545', '600565', '600568', '600595', '600599', '600673', '600682', '600693', '600707', '600714', '600734', '600753', '600869', '600891', '600892', '600903', '601015', '601113', '601360', '601500', '601579', '601828', '603007', '603101', '603157', '603318', '603333', '603518', '603555', '603567', '603619', '603766', '603843', '603959', '603996', '603998']"
黄河三角,"['000416', '000506', '000639', '000655', '000677', '000682', '000726', '000756', '000811', '000822', '000869', '000880', '002041', '002072', '002083', '002086', '002107', '002242', '002254', '002270', '002353', '002355', '002363', '002374', '002376', '002379', '002382', '002408', '002458', '002469', '002470', '002476', '002481', '002485', '002490', '002498', '002521', '002526', '002537', '002545', '002580', '002581', '002588', '002589', '002595', '002598', '002643', '002655', '002671', '002675', '300099', '300105', '300110', '300121', '300175', '300183', '300185', '300208', '300214', '300224', '300233', '300237', '300243', '300285', '300308', '300321', '300343', '600076', '600180', '600223', '600308', '600309', '600319', '600426', '600448', '600529', '600586', '600587', '600735', '600766', '600777', '600783', '600784', '600789', '600898', '600960', '600966', '600986', '601058', '601678', '603167']"
黄金概念,"['000009', '000409', '000426', '000506', '000546', '000587', '000603', '000975', '002102', '002155', '002167', '002237', '002345', '002574', '002667', '002716', '002721', '002731', '002867', '300139', '600086', '600089', '600128', '600139', '600170', '600311', '600362', '600385', '600489', '600490', '600531', '600547', '600612', '600655', '600711', '600766', '600807', '600824', '600988', '601020', '601028', '601069', '601168', '601212', '601899', '603900', '603979', '603993']"
